,2025年,2025年,2025年,2025年,2025年,2025年,2025年,2024年,2024年,2024年,2024年,2024年,2024年,2024年,2023年,2023年,2023年,2023年,2023年,2023年,2023年
项目,技术路线,主要产品类型,技术参数情况,,,,下游主要应用领域,技术路线,主要产品类型,技术参数情况,,,,下游主要应用领域,技术路线,主要产品类型,技术参数情况,,,,下游主要应用领域
三元锂离子电池,正极材料为镍钴锰的锂离子电池,1C~17C,200-4,000次,消费无人机: 满足IEC62133 2012/2017等标准;电动工具:(软包)满足IEC 62133 2012/2017、UL1642、IEC62133、UN38.3等标准;电动摩托车: 满足GB/T 36672等标准,消费无人机、电动工具、电动摩托车等,,,正极材料为镍钴锰的锂离子电池,1C~17C,200-4,000次,便携式储能: 满足GB31241等标准;消费无人机: 满足IEC62133 2012/2017等标准;电动工具:(软包)满足IEC 62133 2012/2017、UL1642、IEC62133、UN38.3等标准;电动摩托车: 满足GB/T 36672等标准,便携式储能、消费无人机、电动工具、电动摩托车等,,,正极材料为镍钴锰的锂离子电池,1C~16C,200-4,000次,便携式储能:满足GB31241等标准;消费无人机:满足IEC62133 2012/2017等标准;电动工具:满足IEC 62133 2012/2017等标准;电动摩托车:满足GB/T 36672等标准,便携式储能、消费无人机、电动工具等,,
其他,正极材料为磷酸铁锂混镍钴锰的锂离子电池,方形,210-220Wh/kg,2C~4C,2,000~4,000次,乘用车: 满足GB38031、UN38.3等标准,乘用车,-,-,-,-,-,-,-,-,-,-,-,-,-,-
磷酸铁锂电池,正极材料为磷酸铁锂的锂离子电池,0.5C~6C,2,000-15,000次,家庭储能: 满足GB31241等标准;工商业储能: 满足GB31241等标准;数据中心: 满足GB31241等标准;电动自行车: 满足GB/T36972等标准,家庭储能、工商业储能、数据中心等,,,正极材料为磷酸铁锂的锂离子电池,方形、圆柱,180~200Wh/kg,0.25C~4C,4,000-15,000次,乘用车、商用车: 满足GB38031、GB38032、UN38.3、ECE R100.3等标准储能系统: 满足GB/T36276、UN38.3、UL9540A、UL1973、IEC62619等标准电动船舶: 满足《船舶应用电池动力规范》、UN38.3等标准电动自行车: 满足GB/T36972、UN38.3等标准,乘用车、商用车、储能系统、电动船舶、电动自行车等,正极材料为磷酸铁锂的锂离子电池,0.5C~6C,1,000-15,000次,家庭储能:满足GB31241等标准;工商业储能:满足GB31241等标准;UPS:满足GB31241等标准;电动自行车:满足GB/T 36972等标准,便携式储能、家庭储能、工商业储能、UPS等,,
